2023-11-17T21:31:39.076947,394
2023-11-17T21:31:40.079175,339
2023-11-17T21:31:41.080101,326
2023-11-17T21:31:42.080387,319
2023-11-17T21:31:50.086965,284
2023-11-17T21:31:51.089225,282
2023-11-17T21:31:52.090266,281
2023-11-17T21:31:53.091818,279
2023-11-17T21:31:54.091791,278
2023-11-17T21:31:55.093544,277
2023-11-17T21:31:56.093671,276
2023-11-17T21:31:57.095997,274
2023-11-17T21:31:58.096936,273
2023-11-17T21:31:59.097546,272
2023-11-17T21:32:00.098022,271
2023-11-17T21:32:01.099367,270
2023-11-17T21:32:02.098744,269
2023-11-17T21:32:03.100606,268
2023-11-17T21:32:04.102783,267
2023-11-17T21:32:05.102782,269
2023-11-17T21:32:06.104856,268
2023-11-17T21:32:07.104755,268
2023-11-17T21:32:08.105471,268
2023-11-17T21:32:09.108649,269
2023-11-17T21:32:10.108688,268
2023-11-17T21:32:11.108882,269
2023-11-17T21:32:12.110436,269
2023-11-17T21:32:13.111168,269
2023-11-17T21:32:14.111677,270
2023-11-17T21:32:15.112098,270
2023-11-17T21:32:16.113639,270
2023-11-17T21:32:17.114781,269
2023-11-17T21:32:18.116452,270
2023-11-17T21:32:19.117272,270
2023-11-17T21:32:20.117468,263
2023-11-17T21:32:21.118512,519
2023-11-17T21:32:22.119540,418
2023-11-17T21:32:23.122089,350
2023-11-17T21:32:24.123213,343
2023-11-17T21:32:25.123447,330
2023-11-17T21:32:26.123627,360
2023-11-17T21:32:27.125294,101
2023-11-17T21:32:28.126690,133
2023-11-17T21:32:29.126998,154
2023-11-17T21:32:30.127612,170
2023-11-17T21:32:31.130427,185
2023-11-17T21:32:32.131457,198
2023-11-17T21:32:33.131445,208
2023-11-17T21:32:34.130823,216
2023-11-17T21:32:35.133520,222
2023-11-17T21:32:36.134341,227
2023-11-17T21:32:37.134864,231
2023-11-17T21:32:38.137387,236
2023-11-17T21:32:39.137282,240
2023-11-17T21:32:40.137249,244
2023-11-17T21:32:41.139337,247
2023-11-17T21:32:42.138581,248
2023-11-17T21:32:43.141437,245
2023-11-17T21:32:44.141995,246
2023-11-17T21:32:45.144184,248
2023-11-17T21:32:46.143444,249
2023-11-17T21:32:47.143967,250
2023-11-17T21:32:48.146975,250
2023-11-17T21:32:49.147589,251
2023-11-17T21:32:50.147072,252
2023-11-17T21:32:51.148309,253
2023-11-17T21:32:52.149443,254
2023-11-17T21:32:53.150695,255
2023-11-17T21:32:54.152574,256
2023-11-17T21:32:55.153434,257
2023-11-17T21:32:56.153521,258
2023-11-17T21:32:57.153785,259
2023-11-17T21:32:58.156079,260
2023-11-17T21:32:59.155982,260
2023-11-17T21:33:00.156889,260
2023-11-17T21:33:01.158453,260
2023-11-17T21:33:02.158650,260
2023-11-17T21:33:03.160113,260
2023-11-17T21:33:04.161453,259
2023-11-17T21:33:05.163108,259
2023-11-17T21:33:06.165193,258
2023-11-17T21:33:07.163515,257
2023-11-17T21:33:08.166633,257
2023-11-17T21:33:09.165381,257
2023-11-17T21:33:10.168248,256
2023-11-17T21:33:11.169981,256
2023-11-17T21:33:12.169467,256
2023-11-17T21:33:13.172222,256
2023-11-17T21:33:14.171599,257
2023-11-17T21:33:15.173090,258
2023-11-17T21:33:16.174090,258
